structure_id,n_surface,n_bulk,r_thr,r_max,center_x,center_y,center_z,alpha_Bi__bulk,alpha_Bi__surface,alpha_La__bulk,alpha_La__surface,alpha_Sn__bulk,alpha_Sn__surface
1026.optdone,58,10,4.067637978371101,8.135275956742202,23.39479318510062,23.137631191662628,23.036834807245913,0.07272727272727286,-0.0125391849529779,-0.18260869565217397,0.03148425787106457,0.11304347826086969,-0.019490254872563728
1028.optdone,56,12,4.305450897828331,8.610901795656662,22.62302994311204,23.223759506573778,23.188775599465554,-0.030303030303030276,0.00649350649350644,-0.2318840579710144,0.0496894409937888,0.26086956521739135,-0.05590062111801242
1029.optdone,60,8,3.8921858378981375,7.784371675796275,22.716602559664164,22.96991447334601,23.15393243566323,-0.15909090909090895,0.02121212121212135,0.26086956521739135,-0.03478260869565197,-0.10869565217391308,0.01449275362318847
103.optdone,60,8,4.102853083229339,8.205706166458677,22.657063364504985,22.50779925958247,22.80453275910104,0.2272727272727273,-0.030303030303030276,-0.10869565217391308,0.01449275362318847,-0.10869565217391308,0.01449275362318847
1030.optdone,60,8,3.8517982281230636,7.703596456246127,22.78621111950881,22.881559897355334,22.650416963914157,0.2272727272727273,-0.030303030303030276,-0.4782608695652173,0.06376811594202914,0.26086956521739135,-0.03478260869565197
1031.optdone,56,12,4.340713131806981,8.681426263613963,22.627258876474915,22.80908902848674,23.185959352267314,-0.28787878787878785,0.06168831168831179,0.01449275362318847,-0.0031055900621117516,0.26086956521739135,-0.05590062111801242
1032.optdone,59,9,4.113895756961478,8.227791513922956,23.168061191577788,22.752865299438895,22.874370641093126,-0.3737373737373737,0.057010785824345156,-0.642512077294686,0.09801031687546058,1.0,-0.15254237288135597
1035.optdone,59,9,4.134383395001378,8.268766790002756,22.762236515859726,23.265746640383885,22.9757073668603,0.31313131313131315,-0.047765793528505185,0.01449275362318847,-0.002210759027265974,-0.31400966183574863,0.04789977892409736
1036.optdone,20,48,6.930815896145774,13.861631792291549,22.388612701156145,23.144581475816565,22.55300796933107,0.16287878787878796,-0.3909090909090909,-0.047101449275362306,0.11304347826086969,-0.10869565217391308,0.26086956521739135
1037.optdone,57,11,4.019857630174938,8.039715260349876,22.89623763672707,22.783791090902213,22.86698334942695,0.1570247933884299,-0.030303030303030276,-0.07509881422924902,0.01449275362318847,-0.07509881422924902,0.01449275362318847
1038.optdone,60,8,3.8998980339682,7.7997960679364,23.078007133346922,22.95867124839959,23.048797059593667,-0.15909090909090895,0.02121212121212135,-0.4782608695652173,0.06376811594202914,0.6304347826086957,-0.08405797101449264
104.optdone,58,10,4.090746276358779,8.181492552717557,23.450669549844992,23.165605096742144,23.168687740714986,0.07272727272727286,-0.0125391849529779,0.11304347826086969,-0.019490254872563728,-0.18260869565217397,0.03148425787106457
1040.optdone,55,13,4.334003827700543,8.668007655401086,23.123246030937736,22.479275978071293,22.675080789143788,0.04895104895104896,-0.01157024793388417,0.3177257525083612,-0.07509881422924902,-0.36454849498327757,0.0861660079051384
1041.optdone,54,14,4.495297333994703,8.990594667989406,22.802619873464003,22.252226468031647,22.72246808191744,0.11688311688311692,-0.030303030303030276,-0.4782608695652173,0.12399355877616758,0.36645962732919257,-0.09500805152979064
1043.optdone,59,9,4.114137870501986,8.228275741003973,22.270869805996398,22.622764417329066,22.987172834419198,0.31313131313131315,-0.047765793528505185,0.01449275362318847,-0.002210759027265974,-0.31400966183574863,0.04789977892409736
1044.optdone,55,13,4.077261370858163,8.154522741716326,22.82407794426513,22.534130823661048,23.210317069908758,-0.18881118881118875,0.044628099173553815,0.09030100334448166,-0.021343873517786438,0.09030100334448166,-0.021343873517786438
1045.optdone,60,8,3.8690594385371044,7.738118877074209,22.53108754647005,22.8560755542137,22.669689019944684,0.2272727272727273,-0.030303030303030276,-0.10869565217391308,0.01449275362318847,-0.10869565217391308,0.01449275362318847
1046.optdone,59,9,4.099252731867969,8.198505463735938,23.274309135826332,22.770390603061898,22.48686735329527,-0.3737373737373737,0.057010785824345156,0.3429951690821257,-0.052321296978629306,0.01449275362318847,-0.002210759027265974
